gene_name,gene_id,n_exons,total_count
ENSG00000225741,ENSG00000225741,2,1
ENSG00000227710,ENSG00000227710,1,1
IGLVV-58,ENSG00000253637,1,1
IGLVIV-53,ENSG00000253935,2,1
IGLV5-48,ENSG00000211647,2,1
ENSG00000232603,ENSG00000232603,1,1
IGLV7-43,ENSG00000211652,2,1
IGLVVII-41-1,ENSG00000254073,1,1
ENSG00000278667,ENSG00000278667,1,1
ENSG00000231495,ENSG00000231495,2,1
IGLV3-10,ENSG00000211669,2,1
MIR650,ENSG00000284049,1,1
IGLV2-5,ENSG00000253234,1,1
IGLV4-3,ENSG00000211672,2,1
IGLC4,ENSG00000254029,1,1
ENSG00000231467,ENSG00000231467,3,1
RNA5SP495,ENSG00000252267,1,1
MED15P7,ENSG00000234381,7,1
CHEK2P4,ENSG00000235969,3,1
IGKV1OR22-5,ENSG00000230481,2,1
IGKV2OR22-3,ENSG00000253460,2,1
ENSG00000295890,ENSG00000295890,1,1
ENSG00000296191,ENSG00000296191,1,1
ENSG00000299076,ENSG00000299076,2,1
ENSG00000300936,ENSG00000300936,2,1
ENSG00000233574,ENSG00000233574,5,1
ENSG00000304686,ENSG00000304686,4,1
ENSG00000307679,ENSG00000307679,4,1
ENSG00000308395,ENSG00000308395,2,1
ENSG00000308419,ENSG00000308419,2,1
ENSG00000308781,ENSG00000308781,3,1
ENSG00000308791,ENSG00000308791,3,1
ENSG00000310179,ENSG00000310179,2,1
RN7SKP252,ENSG00000223142,1,1
IGLV3-12,ENSG00000211667,2,1
ENSG00000275772,ENSG00000275772,2,1
ENSG00000303951,ENSG00000303951,2,1
CYCSP41,ENSG00000278678,1,1
ENSG00000234340,ENSG00000234340,1,1
LINC00317,ENSG00000238265,3,1
ENSG00000228708,ENSG00000228708,2,1
ENSG00000234730,ENSG00000234730,2,1
PPIAP1,ENSG00000215351,1,1
OR4K12P,ENSG00000218549,1,1
ENSG00000227090,ENSG00000227090,2,1
ENSG00000228235,ENSG00000228235,2,1
ENSG00000276738,ENSG00000276738,1,1
RNU6-113P,ENSG00000252462,1,1
MIR4759,ENSG00000266133,1,1
PCSEAT,ENSG00000286027,4,1
MIR6814,ENSG00000275166,1,1
KRTAP12-2,ENSG00000221864,1,1
KRTAP12-1,ENSG00000187175,1,1
ENSG00000238257,ENSG00000238257,1,1
KRTAP8-3P,ENSG00000227840,1,1
KRTAP19-6,ENSG00000186925,1,1
KRTAP19-7,ENSG00000244362,1,1
KRTAP22-1,ENSG00000186924,1,1
KRTAP20-4,ENSG00000206105,1,1
KRTAP20-2,ENSG00000184032,1,1
KRTAP21-3,ENSG00000231068,1,1
KRTAP21-4P,ENSG00000236400,1,1
DSCR4,ENSG00000184029,11,1
ENSG00000293834,ENSG00000293834,3,1
LINC02573,ENSG00000233236,5,1
ENSG00000301453,ENSG00000301453,5,1
ENSG00000302055,ENSG00000302055,2,1
ENSG00000305043,ENSG00000305043,2,1
ENSG00000309159,ENSG00000309159,4,1
ENSG00000310284,ENSG00000310284,1,1
ENSG00000310393,ENSG00000310393,2,1
ENSG00000227169,ENSG00000227169,2,0
ENSG00000279625,ENSG00000279625,1,0
ENSG00000270927,ENSG00000270927,1,0
ENSG00000233234,ENSG00000233234,2,0
ENSG00000231630,ENSG00000231630,2,0
COX6A1P1,ENSG00000234108,1,0
ENSG00000229225,ENSG00000229225,2,0
ENSG00000235011,ENSG00000235011,2,0
ENSG00000232240,ENSG00000232240,1,0
ENSG00000270976,ENSG00000270976,1,0
ENSG00000270342,ENSG00000270342,1,0
OR10AE1P,ENSG00000271890,1,0
NR1H5P,ENSG00000227970,7,0
MTATP6P14,ENSG00000233449,1,0
ENSG00000287472,ENSG00000287472,2,0
OR10J5,ENSG00000184155,1,0
ENSG00000150732,ENSG00000150732,1,0
ISCUP1,ENSG00000238051,1,0
LINC03121,ENSG00000261182,1,0
ENSG00000226211,ENSG00000226211,1,0
ENSG00000237283,ENSG00000237283,3,0
ENSG00000225122,ENSG00000225122,2,0
MIPEPP2,ENSG00000224783,2,0
LMX1A-AS2,ENSG00000224702,3,0
ENSG00000224278,ENSG00000224278,1,0
ENSG00000225006,ENSG00000225006,4,0
ENSG00000230714,ENSG00000230714,2,0
ENSG00000270859,ENSG00000270859,1,0
ENSG00000235083,ENSG00000235083,1,0
GAPDHP75,ENSG00000226196,1,0
ENSG00000231984,ENSG00000231984,1,0
ENSG00000228530,ENSG00000228530,2,0
NMNAT1P2,ENSG00000225719,1,0
RNA5SP40,ENSG00000252956,1,0
RNU7-62P,ENSG00000238653,1,0
RN7SKP19,ENSG00000251825,1,0
RNA5SP23,ENSG00000212308,1,0
RNA5SP50,ENSG00000200601,1,0
MIR320B1,ENSG00000211543,1,0
ENSG00000212266,ENSG00000212266,1,0
RNA5SP56,ENSG00000222209,1,0
ENSG00000238761,ENSG00000238761,1,0
RNU4ATAC8P,ENSG00000252005,1,0
RNU5F-6P,ENSG00000199849,1,0
RNU6-983P,ENSG00000251813,1,0
RNU6-716P,ENSG00000202491,1,0
RNU1-141P,ENSG00000201493,1,0
RNU6-778P,ENSG00000200139,1,0
RNU6-609P,ENSG00000202329,1,0
MIR3119-1,ENSG00000283340,1,0
MIR3119-2,ENSG00000263390,1,0
RNU6-465P,ENSG00000207149,1,0
MIR205,ENSG00000284485,1,0
RN7SKP156,ENSG00000222240,1,0
RNA5SP65,ENSG00000200036,1,0
MIR3122,ENSG00000264358,1,0
ENSG00000273844,ENSG00000273844,1,0
APCS,ENSG00000132703,2,0
ENSG00000276632,ENSG00000276632,1,0
CRPP1,ENSG00000223603,1,0
RNU6-586P,ENSG00000253074,1,0
RNU4ATAC4P,ENSG00000252116,1,0
RNU6-1031P,ENSG00000207504,1,0
ENSG00000238139,ENSG00000238139,1,0
OR10J6P,ENSG00000158731,1,0
RNU6-991P,ENSG00000251977,1,0
RNU6-777P,ENSG00000201135,1,0
RN7SL261P,ENSG00000277762,1,0
ENSG00000227139,ENSG00000227139,2,0
RNU6-1211P,ENSG00000238382,1,0
MIR6127,ENSG00000276835,1,0
RNU6-949P,ENSG00000206767,1,0
RNU6-424P,ENSG00000207095,1,0
MIR3675,ENSG00000263811,1,0
ENSG00000282843,ENSG00000282843,5,0
MIR3972,ENSG00000266634,1,0
ENSG00000274468,ENSG00000274468,2,0
MTND6P14,ENSG00000235638,1,0
ENSG00000231791,ENSG00000231791,2,0
RPL13AP10,ENSG00000270780,2,0
ENSG00000285179,ENSG00000285179,2,0
RN7SKP247,ENSG00000223026,1,0
RNF186,ENSG00000178828,1,0
LCE3B,ENSG00000187238,1,0
LCE3A,ENSG00000185962,1,0
LCE2D,ENSG00000187223,2,0
LCE2B,ENSG00000159455,2,0
LCE2A,ENSG00000187173,2,0
ENSG00000228229,ENSG00000228229,2,0
PRAMEF14,ENSG00000204481,6,0
PRAMEF17,ENSG00000204479,3,0
HMGN1P5,ENSG00000230942,2,0
OR10T2,ENSG00000186306,1,0
OR10T1P,ENSG00000203758,1,0
OR10R3P,ENSG00000198703,1,0
OR10R1P,ENSG00000227445,1,0
RN7SKP165,ENSG00000223282,1,0
RNA5SP162,ENSG00000251823,1,0
ENSG00000260505,ENSG00000260505,1,0
RPL7AP81,ENSG00000235163,1,0
ENSG00000234863,ENSG00000234863,1,0
RPS27P5,ENSG00000238183,1,0
RNA5SP54,ENSG00000252760,1,0
PRAMEF28P,ENSG00000274178,3,0
PRAMEF27,ENSG00000274764,4,0
PRAMEF34P,ENSG00000277862,3,0
PRAMEF35P,ENSG00000236179,2,0
ENSG00000233336,ENSG00000233336,2,0
ENSG00000223649,ENSG00000223649,2,0
MIR6500,ENSG00000275816,1,0
RNU4-57P,ENSG00000251789,1,0
RNA5S1,ENSG00000199352,1,0
RNA5S2,ENSG00000201588,1,0
RNA5S3,ENSG00000199337,1,0
RNA5S4,ENSG00000200381,1,0
RNA5S5,ENSG00000199396,1,0
RNA5S6,ENSG00000200624,1,0
RNA5S7,ENSG00000202521,1,0
RNA5S8,ENSG00000200343,1,0
RNA5S10,ENSG00000199910,1,0
RNA5S11,ENSG00000199334,1,0
RNA5S12,ENSG00000199270,1,0
RNA5S13,ENSG00000202526,1,0
RNA5S14,ENSG00000201355,1,0
RNA5S15,ENSG00000201925,1,0
RNA5S16,ENSG00000202257,1,0
RNA5S17,ENSG00000200370,1,0
RNU6-704P,ENSG00000201032,1,0
ENSG00000251861,ENSG00000251861,1,0
RNU5F-8P,ENSG00000251750,1,0
LCEP2,ENSG00000229713,1,0
LCEP1,ENSG00000233819,1,0
LCE1F,ENSG00000240386,2,0
LCE1E,ENSG00000186226,6,0
LCE1D,ENSG00000172155,2,0
OR10X1,ENSG00000279111,1,0
OR2AQ1P,ENSG00000229724,1,0
ENSG00000231353,ENSG00000231353,1,0
ENSG00000275503,ENSG00000275503,1,0
RN7SL432P,ENSG00000242769,1,0
OR6K2,ENSG00000196171,1,0
LCE4A,ENSG00000187170,2,0
RNU6-1022P,ENSG00000201919,1,0
RNU6-776P,ENSG00000201273,1,0
ENSG00000252692,ENSG00000252692,1,0
LCE1A,ENSG00000186844,1,0
IVL,ENSG00000163207,2,0
SPRR4,ENSG00000184148,2,0
ENSG00000252920,ENSG00000252920,1,0
SPRR1B,ENSG00000169469,2,0
SPRR2F,ENSG00000244094,2,0
ENSG00000232296,ENSG00000232296,1,0
ENSG00000235811,ENSG00000235811,1,0
RNU6-1071P,ENSG00000201789,1,0
ENSG00000288527,ENSG00000288527,1,0
MIR378F,ENSG00000264926,1,0
OR6N2,ENSG00000188340,2,0
LCE2C,ENSG00000187180,2,0
LCE3C,ENSG00000244057,3,0
UBE2V1P8,ENSG00000233118,1,0
ENSG00000226927,ENSG00000226927,2,0
RNU1-151P,ENSG00000201142,1,0
RNU6-1171P,ENSG00000252515,1,0
ENSG00000231949,ENSG00000231949,3,0
ENSG00000289710,ENSG00000289710,1,0
ENSG00000229943,ENSG00000229943,2,0
ENSG00000261213,ENSG00000261213,1,0
RNU6-622P,ENSG00000206999,1,0
RNU6-239P,ENSG00000212292,1,0
RNU6-121P,ENSG00000222457,1,0
ENSG00000286005,ENSG00000286005,1,0
RNA5SP76,ENSG00000252086,1,0
MIR190B,ENSG00000215938,1,0
PRAMEF11,ENSG00000239810,4,0
PRAMEF30P,ENSG00000231103,4,0
PRAMEF4,ENSG00000243073,4,0
PRAMEF6,ENSG00000232423,5,0
PRAMEF13,ENSG00000279169,6,0
PRAMEF33,ENSG00000237700,4,0
PRAMEF7,ENSG00000204510,6,0
PRAMEF5,ENSG00000270601,4,0
PRAMEF8,ENSG00000182330,5,0
RNA5SP49,ENSG00000252259,1,0
ATP6V1G3,ENSG00000151418,10,0
RNU6-1248P,ENSG00000212398,1,0
ENSG00000228687,ENSG00000228687,2,0
COX6B1P7,ENSG00000225242,1,0
RNU6-160P,ENSG00000207321,1,0
S100A15A,ENSG00000224784,1,0
S100A7P1,ENSG00000203781,2,0
S100A7L2,ENSG00000197364,2,0
ATP6V0E1P4,ENSG00000227883,2,0
HSPE1P24,ENSG00000225158,1,0
RNU6-755P,ENSG00000201270,1,0
SNRPEP7,ENSG00000225990,1,0
OR6K6,ENSG00000180433,1,0
OR10R2,ENSG00000198965,3,0
RNU7-29P,ENSG00000252429,1,0
COX5BP8,ENSG00000223794,1,0
ENSG00000228191,ENSG00000228191,1,0
MIR4252,ENSG00000265392,1,0
PRAMEF36P,ENSG00000229978,7,0
ENSG00000236957,ENSG00000236957,3,0
MIR4425,ENSG00000264371,1,0
GAPDHP24,ENSG00000185221,1,0
ENSG00000223869,ENSG00000223869,1,0
RNU6-161P,ENSG00000199921,1,0
ENSG00000283234,ENSG00000283234,1,0
ENSG00000233372,ENSG00000233372,2,0
ENSG00000231251,ENSG00000231251,1,0
ENSG00000225478,ENSG00000225478,1,0
ENSG00000293253,ENSG00000293253,6,0
ELOCP20,ENSG00000229101,2,0
ENSG00000229961,ENSG00000229961,3,0
ENSG00000284592,ENSG00000284592,1,0
ENSG00000232989,ENSG00000232989,1,0
RNU6-830P,ENSG00000252162,1,0
PIGQP1,ENSG00000227104,2,0
ENSG00000223906,ENSG00000223906,2,0
ENSG00000274562,ENSG00000274562,2,0
RNU7-183P,ENSG00000252407,1,0
ENSG00000293737,ENSG00000293737,4,0
ENSG00000294406,ENSG00000294406,3,0
ENSG00000294534,ENSG00000294534,3,0
ENSG00000294535,ENSG00000294535,2,0
ENSG00000295077,ENSG00000295077,11,0
ENSG00000296105,ENSG00000296105,2,0
ENSG00000296176,ENSG00000296176,5,0
ENSG00000296455,ENSG00000296455,5,0
ENSG00000297021,ENSG00000297021,2,0
LINC01753,ENSG00000230250,11,0
ENSG00000297239,ENSG00000297239,1,0
ENSG00000297890,ENSG00000297890,2,0
ENSG00000299100,ENSG00000299100,7,0
ENSG00000299343,ENSG00000299343,4,0
ENSG00000299380,ENSG00000299380,2,0
ENSG00000299394,ENSG00000299394,2,0
ENSG00000299598,ENSG00000299598,2,0
ENSG00000299748,ENSG00000299748,3,0
ENSG00000299822,ENSG00000299822,3,0
ENSG00000300015,ENSG00000300015,3,0
ENSG00000300147,ENSG00000300147,3,0
ENSG00000300240,ENSG00000300240,3,0
LINC01698,ENSG00000231648,14,0
ENSG00000300570,ENSG00000300570,2,0
ENSG00000300727,ENSG00000300727,3,0
ENSG00000300980,ENSG00000300980,2,0
ENSG00000223344,ENSG00000223344,6,0
ENSG00000301071,ENSG00000301071,4,0
ENSG00000301209,ENSG00000301209,2,0
ENSG00000301535,ENSG00000301535,2,0
ENSG00000301698,ENSG00000301698,5,0
ENSG00000301718,ENSG00000301718,3,0
ENSG00000287902,ENSG00000287902,9,0
ENSG00000303126,ENSG00000303126,2,0
ENSG00000303202,ENSG00000303202,2,0
ENSG00000303431,ENSG00000303431,2,0
ENSG00000228176,ENSG00000228176,2,0
ENSG00000304333,ENSG00000304333,3,0
LINC01696,ENSG00000227940,13,0
ENSG00000282221,ENSG00000282221,2,0
ENSG00000305461,ENSG00000305461,9,0
ENSG00000305484,ENSG00000305484,2,0
ENSG00000305498,ENSG00000305498,2,0
ENSG00000288078,ENSG00000288078,2,0
ENSG00000306012,ENSG00000306012,3,0
ENSG00000306046,ENSG00000306046,1,0
ENSG00000306070,ENSG00000306070,2,0
ENSG00000306104,ENSG00000306104,4,0
ENSG00000306242,ENSG00000306242,3,0
ENSG00000306340,ENSG00000306340,8,0
ENSG00000306345,ENSG00000306345,3,0
ENSG00000282898,ENSG00000282898,4,0
ENSG00000306618,ENSG00000306618,2,0
ENSG00000306741,ENSG00000306741,3,0
ENSG00000306816,ENSG00000306816,2,0
ENSG00000307350,ENSG00000307350,8,0
ENSG00000307383,ENSG00000307383,2,0
ENSG00000307994,ENSG00000307994,6,0
ENSG00000308459,ENSG00000308459,2,0
ENSG00000308475,ENSG00000308475,3,0
ENSG00000308678,ENSG00000308678,2,0
ENSG00000308745,ENSG00000308745,2,0
ENSG00000236335,ENSG00000236335,5,0
ENSG00000308952,ENSG00000308952,3,0
ENSG00000284739,ENSG00000284739,8,0
ENSG00000309848,ENSG00000309848,2,0
ENSG00000309892,ENSG00000309892,2,0
ENSG00000310343,ENSG00000310343,3,0
ENSG00000310425,ENSG00000310425,3,0
ENSG00000310509,ENSG00000310509,1,0
ENSG00000228560,ENSG00000228560,4,0
ENSG00000301556,ENSG00000301556,4,0
ENSG00000299373,ENSG00000299373,2,0
ENSG00000286151,ENSG00000286151,6,0
ENSG00000231100,ENSG00000231100,2,0
ENSG00000286073,ENSG00000286073,6,0
ENSG00000294460,ENSG00000294460,9,0
NDUFS5P2,ENSG00000234226,1,0
LCEP4,ENSG00000226947,1,0
ENSG00000307040,ENSG00000307040,11,0
OR6K5P,ENSG00000226949,2,0
ENSG00000234262,ENSG00000234262,1,0
ENSG00000233712,ENSG00000233712,3,0
ENSG00000295394,ENSG00000295394,3,0
ENSG00000275801,ENSG00000275801,2,0
ENSG00000291226,ENSG00000291226,10,0
ENSG00000296270,ENSG00000296270,2,0
ENSG00000300869,ENSG00000300869,1,0
ENSG00000236656,ENSG00000236656,8,0
ENSG00000304363,ENSG00000304363,9,0
KPLCE,ENSG00000198854,1,0
LCE7A,ENSG00000285946,2,0
ENSG00000289062,ENSG00000289062,4,0
ENSG00000307055,ENSG00000307055,7,0
ENSG00000301576,ENSG00000301576,2,0
OR6K4P,ENSG00000180437,1,0
ENSG00000302667,ENSG00000302667,4,0
ENSG00000296885,ENSG00000296885,2,0
GUCA2B,ENSG00000044012,3,0
SPRR5,ENSG00000283227,2,0
ENSG00000283354,ENSG00000283354,2,0
ST13P21,ENSG00000227832,1,0
ENSG00000299523,ENSG00000299523,2,0
ENSG00000307391,ENSG00000307391,4,0
RNU4-77P,ENSG00000252501,1,0
CD1B,ENSG00000158485,10,0
ENSG00000271315,ENSG00000271315,1,0
LINC02850,ENSG00000236436,2,0
MTND4P25,ENSG00000226700,1,0
ENSG00000235463,ENSG00000235463,1,0
LINC01809,ENSG00000232548,2,0
MTND6P7,ENSG00000224695,1,0
ENSG00000230975,ENSG00000230975,5,0
ENSG00000230477,ENSG00000230477,1,0
ENSG00000221849,ENSG00000221849,2,0
RBX1P1,ENSG00000226860,1,0
CAPZBP1,ENSG00000231723,1,0
GGCTP3,ENSG00000225842,1,0
ENSG00000224869,ENSG00000224869,1,0
ENSG00000237085,ENSG00000237085,1,0
ENSG00000235871,ENSG00000235871,1,0
CRYGGP,ENSG00000223710,1,0
MTND6P9,ENSG00000233248,1,0
MTCYBP9,ENSG00000229935,1,0
ENSG00000225304,ENSG00000225304,1,0
ENSG00000231266,ENSG00000231266,2,0
RPS21P2,ENSG00000230353,1,0
CBY1P1,ENSG00000236832,1,0
RPL27AP4,ENSG00000233939,1,0
EXTL2P1,ENSG00000223976,1,0
MTCO1P45,ENSG00000232982,1,0
ELOAP1,ENSG00000235640,1,0
MTND4P28,ENSG00000233709,1,0
ENSG00000227623,ENSG00000227623,1,0
MTND5P30,ENSG00000233039,1,0
LINC01826,ENSG00000232740,3,0
ENSG00000260142,ENSG00000260142,1,0
ENSG00000225182,ENSG00000225182,1,0
ENSG00000224670,ENSG00000224670,1,0
ENSG00000279874,ENSG00000279874,1,0
XIRP2-AS1,ENSG00000254552,2,0
ENSG00000271667,ENSG00000271667,1,0
SLC44A3P1,ENSG00000232658,1,0
ENSG00000232359,ENSG00000232359,2,0
ENSG00000270891,ENSG00000270891,1,0
ENSG00000226708,ENSG00000226708,2,0
CEP19P1,ENSG00000231032,1,0
ENSG00000224252,ENSG00000224252,1,0
ENSG00000229395,ENSG00000229395,2,0
MIR7515,ENSG00000283394,1,0
ENSG00000251704,ENSG00000251704,1,0
RNU6-961P,ENSG00000200763,1,0
MIR4262,ENSG00000265172,1,0
RNA5SP87,ENSG00000206882,1,0
MIR4432,ENSG00000266078,1,0
ENSG00000251942,ENSG00000251942,1,0
RNU6-612P,ENSG00000252718,1,0
MIR4431,ENSG00000264975,1,0
ENSG00000238410,ENSG00000238410,1,0
RNU6-685P,ENSG00000252897,1,0
RNU6-812P,ENSG00000200048,1,0
RNU6-1312P,ENSG00000199295,1,0
MIR5696,ENSG00000264857,1,0
RNU7-190P,ENSG00000239185,1,0
RNA5SP102,ENSG00000252674,1,0
RN7SKP286,ENSG00000222826,1,0
RNA5SP107,ENSG00000223290,1,0
RNU6-627P,ENSG00000200902,1,0
MIR4437,ENSG00000266705,1,0
MIR548AE1,ENSG00000266808,1,0
ENSG00000252517,ENSG00000252517,1,0
ENSG00000278406,ENSG00000278406,1,0
RNU6-169P,ENSG00000202206,1,0
UGT1A11P,ENSG00000227846,1,0
UGT1A13P,ENSG00000234143,2,0
UGT1A9,ENSG00000241119,5,0
ENSG00000248114,ENSG00000248114,3,0
UGT1A2P,ENSG00000228445,1,0
ENSG00000248705,ENSG00000248705,3,0
RNU6-127P,ENSG00000212199,1,0
RNU6-939P,ENSG00000207364,1,0
RNU6-1116P,ENSG00000253078,1,0
ENSG00000236572,ENSG00000236572,2,0
ENSG00000228618,ENSG00000228618,2,0
MIR1245A,ENSG00000221502,1,0
MIR1245B,ENSG00000283238,1,0
ENSG00000251974,ENSG00000251974,1,0
ENSG00000230803,ENSG00000230803,3,0
RNU6-848P,ENSG00000251757,1,0
MTCYBP10,ENSG00000233285,1,0
MTND6P10,ENSG00000227275,1,0
MTND4P21,ENSG00000231777,1,0
ENSG00000284003,ENSG00000284003,3,0
MTCO3P18,ENSG00000227661,1,0
MTATP6P4,ENSG00000236590,1,0
MTCO2P18,ENSG00000234480,1,0
MTND2P18,ENSG00000234939,1,0
MTND1P26,ENSG00000234576,1,0
RNA5SP121,ENSG00000252346,1,0
SNRPGP8,ENSG00000226718,1,0
RNU6-111P,ENSG00000252988,1,0
RPS17P7,ENSG00000232723,1,0
MIR4267,ENSG00000265682,1,0
ENSG00000238162,ENSG00000238162,1,0
ENSG00000224719,ENSG00000224719,2,0
ENSG00000230083,ENSG00000230083,1,0
RNU6-1006P,ENSG00000252807,1,0
ENSG00000212558,ENSG00000212558,1,0
ENSG00000271243,ENSG00000271243,1,0
RPS29P10,ENSG00000226884,1,0
RNA5SP86,ENSG00000212171,1,0
ENSG00000237617,ENSG00000237617,1,0
LRRC2P1,ENSG00000227180,2,0
GKN1,ENSG00000169605,9,0
MIR4773-2,ENSG00000283569,1,0
MIR4773-1,ENSG00000264684,1,0
MTND4LP16,ENSG00000234731,1,0
ENSG00000228471,ENSG00000228471,1,0
RNU6-1049P,ENSG00000252223,1,0
ENSG00000288582,ENSG00000288582,3,0
RNU2-9P,ENSG00000222126,1,0
LINC01818,ENSG00000230645,9,0
RNU6-566P,ENSG00000252599,1,0
RNU6-1168P,ENSG00000212133,1,0
RNU6-1007P,ENSG00000252395,1,0
IGKJ2,ENSG00000211596,1,0
HOXD12,ENSG00000170178,4,0
MIR10B,ENSG00000207744,1,0
HOXD4,ENSG00000170166,2,0
MIR6811,ENSG00000277842,1,0
UGT1A8,ENSG00000242366,5,0
UGT1A7,ENSG00000244122,8,0
IGKV2-14,ENSG00000253265,2,0
IGKV2-18,ENSG00000254157,2,0
IGKV3-25,ENSG00000253202,1,0
IGKV1-32,ENSG00000253870,2,0
IGKV3-34,ENSG00000253860,2,0
IGKV1-35,ENSG00000253461,1,0
IGKV2-36,ENSG00000253487,1,0
IGKV1-37,ENSG00000239862,2,0
IGKV2-38,ENSG00000253592,1,0
IGKV2-40,ENSG00000273962,1,0
IGKV2D-38,ENSG00000254009,1,0
IGKV1D-37,ENSG00000250036,2,0
IGKV2D-36,ENSG00000253127,1,0
IGKV1D-35,ENSG00000232747,1,0
IGKV3D-34,ENSG00000253501,2,0
IGKV1D-32,ENSG00000253191,2,0
IGKV1D-22,ENSG00000253365,2,0
IGKV2D-19,ENSG00000253765,1,0
IGKV6D-41,ENSG00000211626,2,0
IGKV2D-14,ENSG00000254292,2,0
IGKV2OR2-7D,ENSG00000271015,1,0
IGKV3OR2-5,ENSG00000270252,1,0
IGKV2OR2-7,ENSG00000270450,1,0
ENSG00000236634,ENSG00000236634,2,0
HMGN1P6,ENSG00000224070,1,0
ENSG00000236664,ENSG00000236664,2,0
RNU7-138P,ENSG00000239053,1,0
ENSG00000233031,ENSG00000233031,1,0
RNU6-474P,ENSG00000206970,1,0
ENSG00000276706,ENSG00000276706,1,0
ENSG00000235435,ENSG00000235435,5,0
ENSG00000279876,ENSG00000279876,1,0
RNU7-2P,ENSG00000251905,1,0
RPL17P12,ENSG00000230559,1,0
RNU6-692P,ENSG00000207225,1,0
RNU6-715P,ENSG00000202074,1,0
RNA5SP106,ENSG00000253083,1,0
CYP2C56P,ENSG00000229641,1,0
IL36A,ENSG00000136694,4,0
IL1F10,ENSG00000136697,8,0
UBE2V1P14,ENSG00000228134,1,0
MTND6P11,ENSG00000226839,1,0
MTND4LP12,ENSG00000236300,1,0
MTCO2P5,ENSG00000231766,1,0
SNRPGP7,ENSG00000242915,1,0
RNA5SP89,ENSG00000222232,1,0
ENSG00000240960,ENSG00000240960,1,0
ENSG00000230407,ENSG00000230407,1,0
RNU5E-7P,ENSG00000202160,1,0
ENSG00000238371,ENSG00000238371,1,0
RN7SL104P,ENSG00000243541,1,0
ENSG00000221498,ENSG00000221498,1,0
RNU7-182P,ENSG00000238788,1,0
FAR2P4,ENSG00000231431,5,0
ENSG00000283196,ENSG00000283196,2,0
ENSG00000261522,ENSG00000261522,2,0
RPS27P10,ENSG00000231017,1,0
TEX51,ENSG00000237524,27,0
ENSG00000252238,ENSG00000252238,1,0
RNU6-649P,ENSG00000207192,1,0
ENSG00000228585,ENSG00000228585,1,0
ENSG00000277809,ENSG00000277809,1,0
ENSG00000276670,ENSG00000276670,1,0
ENSG00000261012,ENSG00000261012,1,0
ENSG00000178836,ENSG00000178836,1,0
ENSG00000236391,ENSG00000236391,1,0
ENSG00000200377,ENSG00000200377,1,0
IGKV5-2,ENSG00000211599,2,0
IGKV7-3,ENSG00000197794,1,0
PGBD4P5,ENSG00000225136,1,0
ENSG00000228968,ENSG00000228968,5,0
MIR217,ENSG00000207548,1,0
MIR216A,ENSG00000207798,1,0
MIR216B,ENSG00000211520,1,0
ENSG00000270447,ENSG00000270447,1,0
RNU6-508P,ENSG00000200101,1,0
RNU6-617P,ENSG00000251956,1,0
RNU6-664P,ENSG00000199251,1,0
ENSG00000293828,ENSG00000293828,2,0
ENSG00000240980,ENSG00000240980,5,0
LINC01813,ENSG00000229805,2,0
ENSG00000294518,ENSG00000294518,2,0
ENSG00000294705,ENSG00000294705,3,0
ENSG00000294806,ENSG00000294806,3,0
ENSG00000295005,ENSG00000295005,3,0
ENSG00000295314,ENSG00000295314,2,0
ENSG00000295334,ENSG00000295334,2,0
ENSG00000234275,ENSG00000234275,23,0
ENSG00000296963,ENSG00000296963,2,0
ENSG00000297130,ENSG00000297130,2,0
ENSG00000297311,ENSG00000297311,10,0
ENSG00000297905,ENSG00000297905,1,0
ENSG00000297956,ENSG00000297956,3,0
ENSG00000289300,ENSG00000289300,10,0
ENSG00000298236,ENSG00000298236,2,0
ENSG00000298388,ENSG00000298388,3,0
ENSG00000298483,ENSG00000298483,2,0
ENSG00000298534,ENSG00000298534,2,0
ENSG00000298715,ENSG00000298715,2,0
ENSG00000229066,ENSG00000229066,10,0
ENSG00000299118,ENSG00000299118,1,0
ENSG00000299355,ENSG00000299355,3,0
ENSG00000299410,ENSG00000299410,2,0
ENSG00000232444,ENSG00000232444,2,0
ENSG00000299898,ENSG00000299898,4,0
ENSG00000300039,ENSG00000300039,2,0
LINC01173,ENSG00000280744,12,0
ENSG00000300188,ENSG00000300188,2,0
ENSG00000300436,ENSG00000300436,2,0
ENSG00000300478,ENSG00000300478,3,0
ENSG00000300879,ENSG00000300879,2,0
ENSG00000236141,ENSG00000236141,28,0
ENSG00000301621,ENSG00000301621,3,0
ENSG00000301882,ENSG00000301882,2,0
ENSG00000301946,ENSG00000301946,2,0
ENSG00000302175,ENSG00000302175,8,0
ENSG00000302192,ENSG00000302192,3,0
ENSG00000302578,ENSG00000302578,2,0
ENSG00000302735,ENSG00000302735,3,0
ENSG00000302891,ENSG00000302891,3,0
ENSG00000302919,ENSG00000302919,5,0
ENSG00000302978,ENSG00000302978,5,0
ENSG00000303120,ENSG00000303120,4,0
ENSG00000303146,ENSG00000303146,2,0
ENSG00000303150,ENSG00000303150,7,0
ENSG00000303452,ENSG00000303452,2,0
ENSG00000303504,ENSG00000303504,5,0
ENSG00000303510,ENSG00000303510,4,0
ENSG00000303865,ENSG00000303865,1,0
ENSG00000304018,ENSG00000304018,8,0
ENSG00000304209,ENSG00000304209,2,0
LINC01817,ENSG00000231420,5,0
ENSG00000289974,ENSG00000289974,1,0
ENSG00000304839,ENSG00000304839,2,0
